index,date,wp1,train,u,v,ws,wd
15141,2011-07-11 21:00:00,0.354,1.0,5.33,2.74,5.99,62.78
15142,2011-07-11 22:00:00,0.354,1.0,5.85,0.57,5.88,84.45
15143,2011-07-11 23:00:00,0.253,1.0,5.65,-1.18,5.77,101.82
15144,2011-07-12 00:00:00,0.051,1.0,3.29,-2.42,4.08,126.28
15145,2011-07-12 01:00:00,0.0,1.0,1.7,-3.0,3.45,150.52
15146,2011-07-12 02:00:00,0.076,1.0,0.99,-2.65,2.83,159.5
15147,2011-07-12 03:00:00,0.126,1.0,0.93,-1.71,1.95,151.44
15148,2011-07-12 04:00:00,0.025,1.0,1.23,-0.68,1.4,119.11
15149,2011-07-12 05:00:00,0.0,1.0,1.56,-0.08,1.56,92.89
15150,2011-07-12 06:00:00,0.0,1.0,1.69,-0.26,1.71,98.68
15151,2011-07-12 07:00:00,0.0,1.0,1.67,-0.91,1.9,118.56
15152,2011-07-12 08:00:00,0.0,1.0,1.62,-1.55,2.24,133.83
15153,2011-07-12 09:00:00,0.0,1.0,1.63,-1.83,2.45,138.21
15154,2011-07-12 10:00:00,0.0,1.0,1.73,-1.84,2.53,136.71
15155,2011-07-12 11:00:00,0.0,1.0,1.92,-1.82,2.65,133.52
15156,2011-07-12 12:00:00,0.0,1.0,2.4,-2.22,3.26,132.77
2640,2011-07-12 13:00:00,,,2.85,-2.1,3.54,126.4
2641,2011-07-12 14:00:00,,,3.12,-2.1,3.76,123.98
2642,2011-07-12 15:00:00,,,3.22,-2.24,3.92,124.79
2643,2011-07-12 16:00:00,,,3.11,-2.53,4.01,129.17
2644,2011-07-12 17:00:00,,,2.74,-3.03,4.08,137.9
2645,2011-07-12 18:00:00,,,2.1,-3.73,4.28,150.59
2646,2011-07-12 19:00:00,,,1.37,-4.49,4.7,163.02
2647,2011-07-12 20:00:00,,,0.76,-5.14,5.19,171.63
2648,2011-07-12 21:00:00,,,0.42,-5.54,5.56,175.62
2649,2011-07-12 22:00:00,,,0.38,-5.79,5.8,176.26
2650,2011-07-12 23:00:00,,,0.58,-6.01,6.04,174.5
2651,2011-07-13 00:00:00,,,0.98,-6.32,6.39,171.15
2652,2011-07-13 01:00:00,,,1.54,-6.65,6.83,166.98
2653,2011-07-13 02:00:00,,,2.18,-6.93,7.26,162.49
2654,2011-07-13 03:00:00,,,2.86,-7.07,7.62,157.99
2655,2011-07-13 04:00:00,,,3.44,-7.04,7.83,153.94
2656,2011-07-13 05:00:00,,,3.82,-6.82,7.81,150.75
2657,2011-07-13 06:00:00,,,3.88,-6.41,7.49,148.82
2658,2011-07-13 07:00:00,,,3.61,-5.98,6.98,148.85
2659,2011-07-13 08:00:00,,,3.03,-5.71,6.46,152.07
2660,2011-07-13 09:00:00,,,2.17,-5.75,6.15,159.31
2661,2011-07-13 10:00:00,,,1.27,-6.04,6.17,168.09
2662,2011-07-13 11:00:00,,,0.6,-6.45,6.48,174.66
2663,2011-07-13 12:00:00,,,0.36,-6.91,6.91,177.0
2664,2011-07-13 13:00:00,,,0.47,-7.33,7.35,176.34
2665,2011-07-13 14:00:00,,,0.77,-7.7,7.74,174.27
2666,2011-07-13 15:00:00,,,1.14,-7.97,8.05,171.86
2667,2011-07-13 16:00:00,,,1.5,-8.17,8.31,169.58
2668,2011-07-13 17:00:00,,,1.81,-8.33,8.52,167.73
2669,2011-07-13 18:00:00,,,2.02,-8.45,8.69,166.54
2670,2011-07-13 19:00:00,,,2.11,-8.42,8.68,165.92
2671,2011-07-13 20:00:00,,,2.06,-8.09,8.35,165.7
2672,2011-07-13 21:00:00,,,1.87,-7.37,7.6,165.79
2673,2011-07-13 22:00:00,,,1.57,-6.43,6.62,166.3
2674,2011-07-13 23:00:00,,,1.22,-5.51,5.64,167.5
2675,2011-07-14 00:00:00,,,0.87,-4.78,4.85,169.68
2676,2011-07-14 01:00:00,,,0.51,-4.22,4.25,173.09
2677,2011-07-14 02:00:00,,,0.13,-3.76,3.76,178.03
2678,2011-07-14 03:00:00,,,-0.28,-3.35,3.36,184.86
2679,2011-07-14 04:00:00,,,-0.73,-2.98,3.07,193.79
2680,2011-07-14 05:00:00,,,-1.21,-2.67,2.93,204.37
2681,2011-07-14 06:00:00,,,-1.71,-2.41,2.96,215.38
2682,2011-07-14 07:00:00,,,-2.23,-2.16,3.11,225.95
2683,2011-07-14 08:00:00,,,-2.77,-1.86,3.33,236.05
2684,2011-07-14 09:00:00,,,-3.27,-1.48,3.59,245.6
2685,2011-07-14 10:00:00,,,-3.59,-1.09,3.75,253.14
2686,2011-07-14 11:00:00,,,-3.51,-0.75,3.59,257.87
2687,2011-07-14 12:00:00,,,-2.92,-1.53,3.3,242.29
15157,2011-07-14 13:00:00,0.025,1.0,-2.4,-1.43,2.8,239.15
15158,2011-07-14 14:00:00,0.0,1.0,-1.33,-1.46,1.97,222.19
15159,2011-07-14 15:00:00,0.0,1.0,0.04,-1.63,1.63,178.44
15160,2011-07-14 16:00:00,0.0,1.0,1.36,-2.01,2.42,145.86
15161,2011-07-14 17:00:00,0.0,1.0,2.25,-2.69,3.51,140.06
15162,2011-07-14 18:00:00,0.025,1.0,2.46,-3.7,4.44,146.35
15163,2011-07-14 19:00:00,0.051,1.0,2.13,-4.71,5.16,155.68
15164,2011-07-14 20:00:00,0.10099999999999999,1.0,1.5,-5.32,5.53,164.28
15165,2011-07-14 21:00:00,0.076,1.0,0.77,-5.26,5.32,171.69
15166,2011-07-14 22:00:00,0.051,1.0,-0.07,-4.73,4.73,180.9
15167,2011-07-14 23:00:00,0.051,1.0,-1.1,-4.01,4.16,195.37
15168,2011-07-15 00:00:00,0.051,1.0,-2.21,-4.11,4.66,208.22
15169,2011-07-15 01:00:00,0.10099999999999999,1.0,-2.93,-3.5,4.56,219.89
15170,2011-07-15 02:00:00,0.152,1.0,-3.39,-2.81,4.4,230.31
15171,2011-07-15 03:00:00,0.278,1.0,-3.64,-2.1,4.2,240.01
15172,2011-07-15 04:00:00,0.354,1.0,-3.72,-1.45,3.99,248.71
15173,2011-07-15 05:00:00,0.429,1.0,-3.7,-0.96,3.82,255.38
15174,2011-07-15 06:00:00,0.32799999999999996,1.0,-3.61,-0.7,3.67,259.05
15175,2011-07-15 07:00:00,0.278,1.0,-3.46,-0.55,3.5,261.03
15176,2011-07-15 08:00:00,0.354,1.0,-3.23,-0.36,3.25,263.68
15177,2011-07-15 09:00:00,0.354,1.0,-2.92,-0.04,2.92,269.18
15178,2011-07-15 10:00:00,0.22699999999999998,1.0,-2.54,0.27,2.55,276.18
15179,2011-07-15 11:00:00,0.126,1.0,-2.09,0.41,2.13,281.06
15180,2011-07-15 12:00:00,0.10099999999999999,1.0,-2.15,0.91,2.34,292.98
15181,2011-07-15 13:00:00,0.051,1.0,-1.39,0.96,1.69,304.49
15182,2011-07-15 14:00:00,0.025,1.0,-0.46,0.57,0.73,321.08
15183,2011-07-15 15:00:00,0.025,1.0,0.52,-0.12,0.53,102.98
15184,2011-07-15 16:00:00,0.0,1.0,1.44,-0.99,1.74,124.62
15185,2011-07-15 17:00:00,0.0,1.0,2.16,-1.91,2.88,131.45
15186,2011-07-15 18:00:00,0.0,1.0,2.58,-2.75,3.78,136.84
15187,2011-07-15 19:00:00,0.0,1.0,2.63,-3.47,4.35,142.86
15188,2011-07-15 20:00:00,0.076,1.0,2.22,-4.0,4.57,150.91
15189,2011-07-15 21:00:00,0.126,1.0,1.36,-4.3,4.51,162.49
15190,2011-07-15 22:00:00,0.10099999999999999,1.0,0.22,-4.38,4.38,177.19
15191,2011-07-15 23:00:00,0.076,1.0,-0.97,-4.21,4.32,192.95
15192,2011-07-16 00:00:00,0.10099999999999999,1.0,-2.05,-4.59,5.03,204.04
2688,2011-07-16 01:00:00,,,-3.01,-3.44,4.57,221.2
2689,2011-07-16 02:00:00,,,-3.54,-1.78,3.96,243.24
2690,2011-07-16 03:00:00,,,-3.71,0.12,3.71,271.88
2691,2011-07-16 04:00:00,,,-3.6,1.94,4.09,298.28
2692,2011-07-16 05:00:00,,,-3.27,3.3,4.64,315.24
2693,2011-07-16 06:00:00,,,-2.8,3.94,4.84,324.59
2694,2011-07-16 07:00:00,,,-2.36,4.04,4.68,329.75
2695,2011-07-16 08:00:00,,,-2.1,3.86,4.39,331.45
2696,2011-07-16 09:00:00,,,-2.12,3.62,4.2,329.74
2697,2011-07-16 10:00:00,,,-2.16,3.44,4.06,327.84
2698,2011-07-16 11:00:00,,,-1.91,3.36,3.86,330.34
2699,2011-07-16 12:00:00,,,-1.15,3.4,3.59,341.38
2700,2011-07-16 13:00:00,,,-0.09,3.46,3.46,358.51
2701,2011-07-16 14:00:00,,,0.92,3.39,3.51,15.21
2702,2011-07-16 15:00:00,,,1.62,3.1,3.5,27.59
2703,2011-07-16 16:00:00,,,2.03,2.79,3.45,36.07
2704,2011-07-16 17:00:00,,,2.23,2.68,3.48,39.73
2705,2011-07-16 18:00:00,,,2.28,2.94,3.72,37.73
2706,2011-07-16 19:00:00,,,2.13,3.36,3.98,32.37
2707,2011-07-16 20:00:00,,,1.72,3.65,4.03,25.31
2708,2011-07-16 21:00:00,,,1.05,3.59,3.74,16.25
2709,2011-07-16 22:00:00,,,0.35,3.38,3.4,5.83
2710,2011-07-16 23:00:00,,,-0.07,3.3,3.3,358.8
2711,2011-07-17 00:00:00,,,0.02,3.55,3.55,0.27
2712,2011-07-17 01:00:00,,,0.42,4.01,4.04,6.03
2713,2011-07-17 02:00:00,,,0.88,4.49,4.57,11.05
2714,2011-07-17 03:00:00,,,1.16,4.82,4.95,13.52
2715,2011-07-17 04:00:00,,,1.3,4.99,5.16,14.55
2716,2011-07-17 05:00:00,,,1.38,5.05,5.23,15.25
2717,2011-07-17 06:00:00,,,1.46,5.01,5.22,16.28
2718,2011-07-17 07:00:00,,,1.53,4.86,5.1,17.43
2719,2011-07-17 08:00:00,,,1.51,4.57,4.81,18.3
2720,2011-07-17 09:00:00,,,1.39,4.13,4.36,18.6
2721,2011-07-17 10:00:00,,,1.25,3.7,3.9,18.66
2722,2011-07-17 11:00:00,,,1.2,3.44,3.65,19.16
2723,2011-07-17 12:00:00,,,1.32,3.5,3.74,20.63
2724,2011-07-17 13:00:00,,,1.55,3.71,4.02,22.71
2725,2011-07-17 14:00:00,,,1.82,3.88,4.28,25.13
2726,2011-07-17 15:00:00,,,2.03,3.86,4.36,27.75
2727,2011-07-17 16:00:00,,,2.12,3.79,4.34,29.21
2728,2011-07-17 17:00:00,,,2.01,3.86,4.35,27.55
2729,2011-07-17 18:00:00,,,1.69,4.21,4.53,21.92
2730,2011-07-17 19:00:00,,,1.32,4.73,4.91,15.62
2731,2011-07-17 20:00:00,,,1.12,5.29,5.4,11.95
2732,2011-07-17 21:00:00,,,1.23,5.74,5.87,12.08
2733,2011-07-17 22:00:00,,,1.55,6.07,6.27,14.33
2734,2011-07-17 23:00:00,,,1.92,6.31,6.6,16.96
2735,2011-07-18 00:00:00,,,2.06,6.75,7.06,16.93
15193,2011-07-18 01:00:00,0.682,1.0,2.5,6.75,7.2,20.35
15194,2011-07-18 02:00:00,0.606,1.0,3.02,6.3,6.99,25.56
15195,2011-07-18 03:00:00,0.48,1.0,3.54,5.51,6.55,32.72
15196,2011-07-18 04:00:00,0.40399999999999997,1.0,4.06,4.43,6.01,42.56
15197,2011-07-18 05:00:00,0.581,1.0,4.58,3.1,5.53,55.89
15198,2011-07-18 06:00:00,0.657,1.0,5.04,1.63,5.3,72.05
15199,2011-07-18 07:00:00,0.48,1.0,5.2,0.28,5.2,86.97
15200,2011-07-18 08:00:00,0.379,1.0,4.76,-0.67,4.81,98.0
15201,2011-07-18 09:00:00,0.53,1.0,3.58,-0.96,3.71,105.03
15202,2011-07-18 10:00:00,0.076,1.0,2.09,-0.6,2.18,106.08
15203,2011-07-18 11:00:00,0.025,1.0,0.89,0.34,0.95,69.34
15204,2011-07-18 12:00:00,0.051,1.0,3.15,0.46,3.19,81.72
15205,2011-07-18 13:00:00,0.051,1.0,3.43,0.66,3.5,79.19
15206,2011-07-18 14:00:00,0.051,1.0,3.5,0.38,3.52,83.88
15207,2011-07-18 15:00:00,0.10099999999999999,1.0,3.37,-0.23,3.38,93.91
15208,2011-07-18 16:00:00,0.10099999999999999,1.0,2.97,-0.99,3.13,108.51
15209,2011-07-18 17:00:00,0.051,1.0,2.19,-1.75,2.8,128.56
15210,2011-07-18 18:00:00,0.0,1.0,1.05,-2.33,2.56,155.78
15211,2011-07-18 19:00:00,0.025,1.0,0.04,-2.68,2.68,179.24
15212,2011-07-18 20:00:00,0.0,1.0,-0.25,-2.74,2.75,185.15
15213,2011-07-18 21:00:00,0.0,1.0,0.54,-2.48,2.54,167.63
15214,2011-07-18 22:00:00,0.0,1.0,1.7,-2.07,2.68,140.55
15215,2011-07-18 23:00:00,0.0,1.0,2.26,-1.67,2.81,126.48
15216,2011-07-19 00:00:00,0.0,1.0,2.03,-0.72,2.16,109.56
15217,2011-07-19 01:00:00,0.0,1.0,0.82,-1.48,1.69,150.9
15218,2011-07-19 02:00:00,0.0,1.0,-0.36,-1.63,1.67,192.32
15219,2011-07-19 03:00:00,0.0,1.0,-1.42,-1.34,1.96,226.7
15220,2011-07-19 04:00:00,0.0,1.0,-2.27,-0.83,2.42,249.85
15221,2011-07-19 05:00:00,0.0,1.0,-2.76,-0.31,2.77,263.56
15222,2011-07-19 06:00:00,0.0,1.0,-2.82,0.05,2.82,270.94
15223,2011-07-19 07:00:00,0.0,1.0,-2.57,0.23,2.58,275.21
15224,2011-07-19 08:00:00,0.0,1.0,-2.2,0.29,2.22,277.5
15225,2011-07-19 09:00:00,0.0,1.0,-1.84,0.23,1.85,277.15
15226,2011-07-19 10:00:00,0.0,1.0,-1.42,0.0,1.42,269.93
15227,2011-07-19 11:00:00,0.0,1.0,-0.83,-0.48,0.96,239.79
15228,2011-07-19 12:00:00,0.0,1.0,-0.18,-2.01,2.02,185.22
2736,2011-07-19 13:00:00,,,0.77,-1.98,2.13,158.73
2737,2011-07-19 14:00:00,,,1.75,-2.1,2.74,140.16
2738,2011-07-19 15:00:00,,,2.65,-2.32,3.53,131.18
2739,2011-07-19 16:00:00,,,3.31,-2.6,4.21,128.08
2740,2011-07-19 17:00:00,,,3.55,-2.87,4.57,128.97
2741,2011-07-19 18:00:00,,,3.27,-3.11,4.51,133.56
2742,2011-07-19 19:00:00,,,2.63,-3.24,4.17,141.01
2743,2011-07-19 20:00:00,,,1.85,-3.22,3.71,150.09
2744,2011-07-19 21:00:00,,,1.14,-2.99,3.2,159.09
2745,2011-07-19 22:00:00,,,0.57,-2.58,2.65,167.59
2746,2011-07-19 23:00:00,,,0.17,-2.05,2.06,175.27
2747,2011-07-20 00:00:00,,,-0.03,-1.44,1.44,181.05
2748,2011-07-20 01:00:00,,,-0.03,-0.79,0.79,182.16
2749,2011-07-20 02:00:00,,,0.14,-0.15,0.2,136.13
2750,2011-07-20 03:00:00,,,0.45,0.45,0.64,44.84
2751,2011-07-20 04:00:00,,,0.8,1.01,1.29,38.26
2752,2011-07-20 05:00:00,,,1.07,1.55,1.88,34.68
2753,2011-07-20 06:00:00,,,1.18,2.08,2.39,29.51
2754,2011-07-20 07:00:00,,,1.13,2.67,2.9,22.99
2755,2011-07-20 08:00:00,,,0.97,3.37,3.5,16.06
2756,2011-07-20 09:00:00,,,0.75,4.18,4.25,10.22
2757,2011-07-20 10:00:00,,,0.66,4.9,4.95,7.72
2758,2011-07-20 11:00:00,,,0.91,5.26,5.34,9.79
2759,2011-07-20 12:00:00,,,1.59,5.09,5.33,17.39
2760,2011-07-20 13:00:00,,,2.44,4.61,5.21,27.93
2761,2011-07-20 14:00:00,,,3.08,4.13,5.15,36.68
2762,2011-07-20 15:00:00,,,3.23,3.92,5.08,39.48
2763,2011-07-20 16:00:00,,,3.1,4.03,5.09,37.58
2764,2011-07-20 17:00:00,,,3.0,4.45,5.37,33.96
2765,2011-07-20 18:00:00,,,3.13,5.13,6.01,31.33
2766,2011-07-20 19:00:00,,,3.28,5.83,6.69,29.34
2767,2011-07-20 20:00:00,,,3.15,6.26,7.01,26.73
2768,2011-07-20 21:00:00,,,2.56,6.23,6.74,22.36
2769,2011-07-20 22:00:00,,,1.81,5.97,6.24,16.84
2770,2011-07-20 23:00:00,,,1.3,5.81,5.95,12.64
2771,2011-07-21 00:00:00,,,1.34,5.97,6.12,12.67
2772,2011-07-21 01:00:00,,,1.74,6.36,6.59,15.32
2773,2011-07-21 02:00:00,,,2.19,6.76,7.1,17.94
2774,2011-07-21 03:00:00,,,2.45,6.99,7.41,19.34
2775,2011-07-21 04:00:00,,,2.65,6.99,7.48,20.73
2776,2011-07-21 05:00:00,,,2.96,6.73,7.35,23.75
2777,2011-07-21 06:00:00,,,3.53,6.21,7.14,29.58
2778,2011-07-21 07:00:00,,,4.21,5.62,7.02,36.83
2779,2011-07-21 08:00:00,,,4.81,5.17,7.06,42.9
2780,2011-07-21 09:00:00,,,5.17,5.04,7.22,45.76
2781,2011-07-21 10:00:00,,,5.33,5.12,7.39,46.18
2782,2011-07-21 11:00:00,,,5.36,5.26,7.51,45.57
2783,2011-07-21 12:00:00,,,5.46,4.59,7.13,49.93
15229,2011-07-21 13:00:00,0.505,1.0,5.65,4.19,7.04,53.45
15230,2011-07-21 14:00:00,0.429,1.0,5.65,3.36,6.58,59.23
15231,2011-07-21 15:00:00,0.354,1.0,5.49,2.33,5.96,67.0
15232,2011-07-21 16:00:00,0.303,1.0,5.26,1.54,5.48,73.67
15233,2011-07-21 17:00:00,0.253,1.0,5.06,1.5,5.28,73.43
15234,2011-07-21 18:00:00,0.177,1.0,4.94,2.45,5.51,63.63
15235,2011-07-21 19:00:00,0.10099999999999999,1.0,4.7,3.45,5.82,53.71
15236,2011-07-21 20:00:00,0.051,1.0,4.08,3.3,5.25,51.03
15237,2011-07-21 21:00:00,0.076,1.0,2.95,1.25,3.21,66.98
15238,2011-07-21 22:00:00,0.126,1.0,1.57,-1.69,2.31,137.11
15239,2011-07-21 23:00:00,0.076,1.0,0.3,-4.08,4.09,175.77
15240,2011-07-22 00:00:00,0.10099999999999999,1.0,-0.39,-4.5,4.52,184.98
15241,2011-07-22 01:00:00,0.22699999999999998,1.0,-0.8,-3.93,4.01,191.56
15242,2011-07-22 02:00:00,0.177,1.0,-0.98,-3.35,3.49,196.3
15243,2011-07-22 03:00:00,0.076,1.0,-0.98,-2.78,2.95,199.38
15244,2011-07-22 04:00:00,0.0,1.0,-0.86,-2.25,2.41,200.91
15245,2011-07-22 05:00:00,0.0,1.0,-0.69,-1.79,1.92,200.93
15246,2011-07-22 06:00:00,0.0,1.0,-0.51,-1.42,1.51,199.87
15247,2011-07-22 07:00:00,0.0,1.0,-0.38,-1.05,1.12,199.96
15248,2011-07-22 08:00:00,0.0,1.0,-0.32,-0.58,0.66,209.41
15249,2011-07-22 09:00:00,0.0,1.0,-0.34,0.08,0.35,282.39
15250,2011-07-22 10:00:00,0.0,1.0,-0.3,0.84,0.89,340.24
15251,2011-07-22 11:00:00,0.0,1.0,-0.03,1.62,1.62,358.93
15252,2011-07-22 12:00:00,0.0,1.0,2.04,1.61,2.6,51.65
15253,2011-07-22 13:00:00,0.0,1.0,3.0,2.16,3.69,54.31
15254,2011-07-22 14:00:00,0.0,1.0,2.9,2.54,3.86,48.76
15255,2011-07-22 15:00:00,0.0,1.0,2.12,2.82,3.52,36.94
15256,2011-07-22 16:00:00,0.025,1.0,1.15,3.03,3.24,20.83
15257,2011-07-22 17:00:00,0.0,1.0,0.54,3.24,3.28,9.42
15258,2011-07-22 18:00:00,0.025,1.0,0.65,3.49,3.55,10.56
15259,2011-07-22 19:00:00,0.076,1.0,1.24,3.73,3.93,18.39
15260,2011-07-22 20:00:00,0.025,1.0,1.9,3.89,4.33,26.02
15261,2011-07-22 21:00:00,0.076,1.0,2.31,3.91,4.54,30.61
15262,2011-07-22 22:00:00,0.051,1.0,2.54,3.77,4.55,34.0
15263,2011-07-22 23:00:00,0.0,1.0,2.74,3.46,4.41,38.4
15264,2011-07-23 00:00:00,0.025,1.0,1.81,4.71,5.04,21.06
2784,2011-07-23 01:00:00,,,2.29,4.84,5.36,25.26
2785,2011-07-23 02:00:00,,,2.71,4.4,5.17,31.63
2786,2011-07-23 03:00:00,,,3.04,3.58,4.7,40.31
2787,2011-07-23 04:00:00,,,3.18,2.67,4.15,49.96
2788,2011-07-23 05:00:00,,,3.01,1.95,3.59,57.1
2789,2011-07-23 06:00:00,,,2.5,1.63,2.98,56.88
2790,2011-07-23 07:00:00,,,1.87,1.64,2.48,48.8
2791,2011-07-23 08:00:00,,,1.42,1.81,2.3,38.1
2792,2011-07-23 09:00:00,,,1.37,2.01,2.43,34.22
2793,2011-07-23 10:00:00,,,1.61,2.14,2.68,36.83
2794,2011-07-23 11:00:00,,,1.95,2.13,2.89,42.41
2795,2011-07-23 12:00:00,,,2.24,1.93,2.96,49.22
2796,2011-07-23 13:00:00,,,2.48,1.66,2.98,56.11
2797,2011-07-23 14:00:00,,,2.69,1.49,3.07,61.07
2798,2011-07-23 15:00:00,,,2.89,1.48,3.24,62.86
2799,2011-07-23 16:00:00,,,3.04,1.43,3.36,64.8
2800,2011-07-23 17:00:00,,,3.1,1.05,3.27,71.36
2801,2011-07-23 18:00:00,,,3.02,0.14,3.02,87.33
2802,2011-07-23 19:00:00,,,2.76,-1.03,2.95,110.47
2803,2011-07-23 20:00:00,,,2.31,-2.11,3.13,132.43
2804,2011-07-23 21:00:00,,,1.66,-2.81,3.27,149.45
2805,2011-07-23 22:00:00,,,0.96,-3.18,3.32,163.12
2806,2011-07-23 23:00:00,,,0.4,-3.32,3.34,173.13
2807,2011-07-24 00:00:00,,,0.09,-3.34,3.34,178.41
2808,2011-07-24 01:00:00,,,-0.04,-3.33,3.33,180.76
2809,2011-07-24 02:00:00,,,-0.15,-3.36,3.36,182.6
2810,2011-07-24 03:00:00,,,-0.35,-3.44,3.46,185.78
2811,2011-07-24 04:00:00,,,-0.66,-3.42,3.49,190.87
2812,2011-07-24 05:00:00,,,-1.08,-3.08,3.26,199.32
2813,2011-07-24 06:00:00,,,-1.61,-2.32,2.82,214.8
2814,2011-07-24 07:00:00,,,-2.23,-1.53,2.7,235.44
2815,2011-07-24 08:00:00,,,-2.9,-1.25,3.16,246.66
2816,2011-07-24 09:00:00,,,-3.6,-1.78,4.01,243.63
2817,2011-07-24 10:00:00,,,-4.2,-2.6,4.94,238.25
2818,2011-07-24 11:00:00,,,-4.58,-2.96,5.46,237.17
2819,2011-07-24 12:00:00,,,-4.62,-2.38,5.19,242.74
2820,2011-07-24 13:00:00,,,-4.1,-1.39,4.33,251.31
2821,2011-07-24 14:00:00,,,-2.84,-0.76,2.94,254.96
2822,2011-07-24 15:00:00,,,-0.78,-1.04,1.3,216.68
2823,2011-07-24 16:00:00,,,1.42,-1.82,2.31,142.03
2824,2011-07-24 17:00:00,,,2.95,-2.46,3.84,129.89
2825,2011-07-24 18:00:00,,,3.21,-2.48,4.06,127.65
2826,2011-07-24 19:00:00,,,2.56,-2.02,3.26,128.17
2827,2011-07-24 20:00:00,,,1.59,-1.39,2.12,131.12
2828,2011-07-24 21:00:00,,,0.78,-0.87,1.17,138.17
2829,2011-07-24 22:00:00,,,0.18,-0.55,0.58,162.07
2830,2011-07-24 23:00:00,,,-0.27,-0.47,0.54,210.01
2831,2011-07-25 00:00:00,,,0.85,-2.81,2.94,163.15
15265,2011-07-25 01:00:00,0.0,1.0,0.38,-2.67,2.7,171.86
15266,2011-07-25 02:00:00,0.0,1.0,-0.22,-1.79,1.8,187.02
15267,2011-07-25 03:00:00,0.0,1.0,-0.81,-0.49,0.95,238.93
15268,2011-07-25 04:00:00,0.0,1.0,-1.12,0.74,1.35,303.36
15269,2011-07-25 05:00:00,0.0,1.0,-0.85,1.39,1.63,328.6
15270,2011-07-25 06:00:00,0.0,1.0,0.16,1.12,1.13,7.95
15271,2011-07-25 07:00:00,0.0,1.0,1.38,0.32,1.42,77.11
15272,2011-07-25 08:00:00,0.025,1.0,2.15,-0.48,2.21,102.46
15273,2011-07-25 09:00:00,0.0,1.0,2.02,-0.85,2.2,112.75
15274,2011-07-25 10:00:00,0.0,1.0,1.46,-1.0,1.77,124.57
15275,2011-07-25 11:00:00,0.025,1.0,1.13,-1.29,1.71,138.68
15276,2011-07-25 12:00:00,0.076,1.0,1.59,-4.37,4.65,160.08
15277,2011-07-25 13:00:00,0.076,1.0,2.19,-4.99,5.45,156.27
15278,2011-07-25 14:00:00,0.22699999999999998,1.0,2.92,-5.15,5.92,150.42
15279,2011-07-25 15:00:00,0.303,1.0,3.66,-4.96,6.17,143.58
15280,2011-07-25 16:00:00,0.278,1.0,4.24,-4.53,6.21,136.93
15281,2011-07-25 17:00:00,0.303,1.0,4.49,-3.99,6.0,131.6
15282,2011-07-25 18:00:00,0.32799999999999996,1.0,4.29,-3.41,5.48,128.52
15283,2011-07-25 19:00:00,0.278,1.0,3.71,-2.82,4.66,127.25
15284,2011-07-25 20:00:00,0.177,1.0,2.87,-2.19,3.61,127.31
15285,2011-07-25 21:00:00,0.051,1.0,1.9,-1.48,2.41,128.0
15286,2011-07-25 22:00:00,0.025,1.0,0.96,-0.64,1.15,123.62
15287,2011-07-25 23:00:00,0.0,1.0,0.2,0.44,0.49,24.35
15288,2011-07-26 00:00:00,0.0,1.0,1.02,4.31,4.43,13.33
15289,2011-07-26 01:00:00,0.0,1.0,1.8,4.54,4.88,21.63
15290,2011-07-26 02:00:00,0.051,1.0,2.69,3.55,4.46,37.12
15291,2011-07-26 03:00:00,0.177,1.0,3.61,1.81,4.04,63.33
15292,2011-07-26 04:00:00,0.379,1.0,4.47,-0.06,4.47,90.72
15293,2011-07-26 05:00:00,0.455,1.0,5.19,-1.39,5.37,105.0
15294,2011-07-26 06:00:00,0.177,1.0,5.67,-1.73,5.92,107.0
15295,2011-07-26 07:00:00,0.076,1.0,5.87,-1.48,6.05,104.11
15296,2011-07-26 08:00:00,0.025,1.0,5.76,-1.23,5.89,102.0
15297,2011-07-26 09:00:00,0.076,1.0,5.35,-1.46,5.55,105.23
15298,2011-07-26 10:00:00,0.32799999999999996,1.0,4.81,-2.14,5.27,113.98
15299,2011-07-26 11:00:00,0.32799999999999996,1.0,4.35,-3.11,5.35,125.55
15300,2011-07-26 12:00:00,0.455,1.0,4.96,-5.39,7.32,137.36
2832,2011-07-26 13:00:00,,,5.1,-6.12,7.97,140.17
2833,2011-07-26 14:00:00,,,5.28,-6.67,8.51,141.67
2834,2011-07-26 15:00:00,,,5.43,-7.04,8.89,142.38
2835,2011-07-26 16:00:00,,,5.48,-7.19,9.04,142.66
2836,2011-07-26 17:00:00,,,5.36,-7.06,8.87,142.78
2837,2011-07-26 18:00:00,,,5.02,-6.66,8.34,143.01
2838,2011-07-26 19:00:00,,,4.46,-6.07,7.54,143.67
2839,2011-07-26 20:00:00,,,3.75,-5.42,6.59,145.33
2840,2011-07-26 21:00:00,,,2.93,-4.82,5.64,148.7
2841,2011-07-26 22:00:00,,,2.1,-4.31,4.79,153.96
2842,2011-07-26 23:00:00,,,1.39,-3.93,4.17,160.46
2843,2011-07-27 00:00:00,,,0.9,-3.68,3.79,166.33
2844,2011-07-27 01:00:00,,,0.65,-3.49,3.55,169.47
2845,2011-07-27 02:00:00,,,0.67,-3.25,3.31,168.26
2846,2011-07-27 03:00:00,,,0.97,-2.87,3.02,161.38
2847,2011-07-27 04:00:00,,,1.41,-2.45,2.83,150.08
2848,2011-07-27 05:00:00,,,1.87,-2.14,2.85,138.82
2849,2011-07-27 06:00:00,,,2.22,-2.03,3.01,132.37
2850,2011-07-27 07:00:00,,,2.36,-2.02,3.1,130.57
